"","A","B","C","D","E","F","G","H","I"
"Q74BT9",6.2656085,6.119718,6.417539,5.833338,6.10729425,6.149989,6.10729425,6.1220295,5.935203
"Q74F77",6.6273215,5.783332,5.9212205,6.40863,6.67524475,6.384192,6.67524475,5.938517,6.443461
"Q747Q8",6.153753,5.700967,5.916373,6.597882,6.2144975,6.312833,6.2144975,5.827906,6.4331015
"A0LPX0",4.9358445,5.360451,5.4947575,5.337253,5.47656425,4.991076,5.47656425,5.9797465,6.1348535
"A0A0D5N602",6.9143225,5.843171,5.9295375,6.632316,6.80076975,6.460597,6.80076975,5.8608665,6.674093
"Q74DI4",5.7452755,6.172457,5.6787085,6.51676,5.78811825,6.358392,5.78811825,5.91111,6.4830345
"Q74BR7",5.8409465,5.57229,5.6543545,5.653695,5.76323675,5.751156,5.76323675,5.5535985,5.7640185
"I7F9J0",5.994819,6.17667,5.970539,6.191283,5.9971555,6.268227,5.9971555,5.8298585,6.1578775
"Q74G97",6.1240705,5.3528,5.2650045,5.276564,6.22602075,5.796865,6.22602075,5.4283065,5.5190955
"Q749S6",5.601547,5.764878,5.760243,5.778614,5.615794,5.752816,5.615794,5.7456925,5.473921
"A0A0D5N9H0",4.8362775,5.089078,5.1097755,5.478909,4.93763925,4.786656,4.93763925,5.1866935,5.405965
"Q74A91",4.7211575,5.43594,5.4383615,5.291879,4.85667775,5.280419,4.85667775,5.328948,5.1875235
"Q74AH8",4.900885,5.021579,5.275932,5.232464,4.923873,5.370857,4.923873,5.1637895,5.353026
"Q74C09",5.4928325,4.985966,5.502541,5.698606,5.18797175,5.99836,5.18797175,5.4174415,5.4512105
"Q748J7",5.6452145,6.127817,5.64627,6.102914,5.11102225,5.24412,5.11102225,6.1493035,6.0840975
"Q74GE1",5.998698,5.826982,5.827166,5.818219,6.090085,5.83966,6.090085,5.396298,5.7917615
"Q74F78",6.4196015,6.285535,6.478442,6.370087,6.43516375,6.473473,6.43516375,6.3456795,6.412778
"Q747H0",6.6906715,6.581529,6.5865025,6.566909,6.73524925,6.504362,6.73524925,6.558101,6.525077
"Q74EP8",6.297142,5.361058,5.6649595,6.620698,6.4806995,6.775545,6.4806995,5.5271525,6.576446
"Q74CA6",4.9015525,5.309554,5.430621,5.465041,5.09300175,5.181815,5.09300175,5.3645205,5.406351
"Q74GV0",5.067351,4.904072,5.0995895,5.604923,5.303021,5.614796,5.303021,5.0469,5.333531
"Q74A97",6.174977,6.364926,6.512848,6.39879,6.295459,6.26529,6.295459,6.4016235,6.43686
"Q74FF7",6.2170925,6.37462,6.5115825,6.131747,6.27472525,6.063183,6.27472525,6.4360235,6.0494975
"Q74GA3",8.089185,5.774356,5.832651,7.649276,8.0883765,7.30311,8.0883765,5.493029,7.460675
"A0A0D5N477",4.7749575,5.326042,5.463116,5.388657,4.77960675,5.335584,4.77960675,5.415679,5.3333395
"Q74F58",5.3896565,5.194862,5.2754405,5.314127,5.23211575,5.213964,5.23211575,5.3271085,5.426008
"Q74BG0",5.333219,5.395815,5.4281535,5.58833,5.2372875,5.598407,5.2372875,5.542687,5.2480115
"A0A0D5N5Z8",4.510577,5.159904,5.255391,5.319469,4.8801765,5.346827,4.8801765,5.128474,5.3068605
"Q74FD1",4.758427,4.82273,5.2852595,6.437529,4.896574,4.743773,4.896574,5.0667725,5.766015
"Q74E36",5.7642405,5.671034,5.6343975,5.716554,5.76380825,5.772256,5.76380825,5.7236715,5.662176
"Q74FA0",5.1830715,5.387883,5.3084835,5.204803,5.21912375,5.153747,5.21912375,5.55084,5.0335
"P61679",6.9286055,7.011147,7.0286065,7.081599,6.94710825,7.031732,6.94710825,7.0199,7.027248
"Q74CW4",4.9668055,6.128561,6.065989,5.618205,5.24015125,5.840551,5.24015125,6.1123355,5.699646
"Q74FL1",5.2748175,5.750359,5.436647,5.562257,5.28712575,5.53949,5.28712575,5.589395,5.576042
"Q747R9",6.386621,6.660477,6.682043,6.428896,6.272778,6.194237,6.272778,6.6925935,6.403983
"Q74BH6",6.0653435,6.108294,6.135832,6.043166,6.12446325,5.977143,6.12446325,6.1043495,5.9914525
"Q74E95",6.477896,7.91946,7.6320735,7.434712,6.4076375,7.371179,6.4076375,7.8869955,7.4146955
"A0LFH3",4.9995285,5.51439,5.5344355,5.370323,4.96580225,5.139762,4.96580225,5.3832965,5.3568765
"Q747G2",9.064531,10.00621,9.959564,9.269816,9.0625765,9.191926,9.0625765,9.968223,9.2423565
"Q74AX4",6.589672,6.321412,6.268075,6.641157,6.565813,6.650939,6.565813,6.3419375,6.569451
"Q74C03",6.176438,5.288358,5.5379855,6.475424,6.062269,6.375115,6.062269,5.297024,6.4340605
"Q749F2",4.775041,5.962601,5.9875505,5.121553,5.075017,6.135101,5.075017,6.10662,5.138999
"P60581",6.712693,6.180413,6.263285,6.320562,6.705892,6.440594,6.705892,6.2559605,6.3051315
"Q74GF8",5.6939725,5.362901,5.3580995,5.401349,5.60887925,5.523044,5.60887925,5.521505,5.3842405
"Q74E42",6.3425735,5.893057,5.880924,6.00359,6.30302175,5.828428,6.30302175,5.8709,5.9703735
"Q74CG5",5.7037405,5.539089,5.4333465,5.604096,5.67118975,5.534508,5.67118975,5.4323125,5.605056
"Q74H69",6.777453,7.070813,7.0726315,6.888483,6.8021395,6.847357,6.8021395,7.141207,7.0043475
"Q74F39",5.839334,4.855955,5.067988,4.766509,5.786855,5.225731,5.786855,4.87612,5.196471
"Q74CP6",6.503199,7.093807,7.04614,6.05227,6.49179,6.812787,6.49179,6.833165,6.3643265
"Q74DU5",5.7253655,5.533174,5.735729,5.588899,5.74474075,5.712692,5.74474075,5.8028225,5.651098
"A0LMX6",4.934497,5.336847,5.2971515,5.364763,4.92552,5.367171,4.92552,5.4149865,5.322831
"Q74GF9",6.0019685,4.676449,5.0082245,6.074743,5.86921825,5.892134,5.86921825,5.340879,6.090195
"Q74CG7",6.5806925,6.333629,6.3338505,6.530737,6.53805625,6.405466,6.53805625,6.452727,6.5064335
"A0LG61",4.9923145,5.21644,5.361362,5.063573,4.65784525,5.228953,4.65784525,5.3820365,5.1489265
"Q74AH5",5.468444,5.123013,5.215883,5.162145,5.730461,5.399325,5.730461,5.405434,5.128474
"Q74A62",6.9607405,7.023582,6.878971,7.542825,6.89054975,7.489086,6.89054975,7.0569375,7.4392015
"Q746Z1",4.6500915,5.583119,5.4801395,5.470408,4.92615975,5.440854,4.92615975,5.3041255,5.4863355
"P62036",6.0084345,5.805174,5.6550735,6.105987,5.83028225,6.34264,5.83028225,5.69438,6.0620105
"Q74AF3",6.680509,5.212108,5.176809,5.029818,5.968009,4.904788,5.968009,5.2683665,5.7484835
"Q74DV1",5.3685335,4.952321,5.2776925,5.685645,5.45068875,5.619344,5.45068875,5.0489875,5.425821
"P61523",8.0855655,8.149373,8.083057,8.097431,8.05645725,8.066549,8.05645725,8.1098345,8.126353
"Q74D33",5.4297815,5.325639,5.350932,5.638239,5.35964075,5.532092,5.35964075,5.540618,5.628269
"Q74CM5",5.7641855,7.021355,6.9747035,6.080554,5.79295425,6.174089,5.79295425,6.9148875,6.000542
"Q74GZ8",6.508221,5.165229,5.702889,6.07562,6.587098,6.001388,6.587098,5.2383835,6.010972
"Q749T5",5.179957,5.723882,5.3647265,5.152165,4.9519865,5.472303,4.9519865,5.4070355,5.1524265
"Q74EI9",6.741281,7.062845,7.062356,6.623394,6.7277805,6.723308,6.7277805,7.036848,6.6363595
"Q74CS6",5.863065,5.82866,5.8452285,5.823839,5.8398555,5.941695,5.8398555,5.8085205,5.945957
"Q74FV6",7.388883,7.681973,7.719099,7.343428,7.437827,7.216298,7.437827,7.627915,7.2818725
"Q74E73",7.9164115,6.599676,6.766303,7.113977,7.90301375,7.011613,7.90301375,6.631519,7.164847
"Q74DB4",6.4383705,6.746541,6.7226645,6.274666,6.47220075,6.470205,6.47220075,6.639246,6.363977
"Q749V6",6.278122,6.351564,6.221211,6.472566,6.243872,6.288942,6.243872,6.3512065,6.363521
"Q74C69",5.606878,6.076057,6.0152945,5.318105,5.3725915,5.214534,5.3725915,6.109411,5.33847
"Q747G4",7.625844,7.197253,7.1696805,7.502769,7.6211335,7.27591,7.6211335,7.1873225,7.4175935
"CON__sp|P13647|K2C5_HUMAN",6.1747135,7.054919,6.9511225,6.561137,6.00375825,7.285625,6.00375825,6.9886015,6.613762
"Q74D18",5.857427,6.149065,6.225145,5.994388,6.0403055,6.070407,6.0403055,6.3251035,6.0411735
"Q74EN6",6.698713,6.916543,6.926973,6.729934,6.768838,6.725127,6.768838,7.046433,6.7175435
"A0LL46",5.249115,5.462914,5.4009695,5.455943,5.353575,5.20709,5.353575,5.3918395,5.4044975
"Q74H55",7.0878025,6.200413,5.860081,7.083216,6.98156775,6.902976,6.98156775,6.062999,6.9768975
"Q74DL8",4.9292995,5.091786,5.269034,5.214641,4.84391225,5.512496,4.84391225,5.2658335,5.2644095
"Q747Z9",6.4961825,6.241297,6.3065885,6.330393,6.35407875,6.138239,6.35407875,6.3248535,6.34838
"Q74H26",5.4092455,5.762206,5.5978645,5.571146,5.29818075,5.784468,5.29818075,5.729747,5.2743445
"Q74CZ4",6.008555,6.352704,5.823584,6.234644,6.108619,5.963774,6.108619,6.289742,6.1663495
"Q747A1",6.7220975,5.948565,5.6490805,7.120047,6.71323975,7.009961,6.71323975,5.7358565,6.9828235
"Q748T2",7.0633955,6.276508,6.2981505,6.849247,7.08753075,6.737582,7.08753075,6.319759,6.822216
"A0LGA2",5.0899035,5.29563,5.287909,4.724108,5.20078875,5.472971,5.20078875,5.3749575,4.938265
"Q748Z5",6.893112,6.33973,6.2303165,6.413803,7.033076,6.164055,7.033076,6.2118135,6.6011375
"Q74C21",6.4463,6.027186,5.9727335,6.014437,6.4739465,6.447995,6.4739465,5.627871,6.027064
"Q74CZ2",4.9766905,5.116622,5.3408095,5.113065,4.91855925,5.326507,4.91855925,5.174757,5.222203
"Q74CE3",6.462862,6.066326,6.225966,6.188844,6.470606,6.124113,6.470606,6.168956,6.1808985
"Q74CS8",5.704439,5.648562,5.487252,5.724783,5.2251785,5.846355,5.2251785,5.427838,5.6950835
"Q74GM0",4.838782,5.264499,5.6681905,5.501353,4.836701,5.218798,4.836701,5.417101,5.3325935
"Q74CN8",6.612857,5.872867,5.9197765,6.270981,6.584869,6.288898,6.584869,5.7544465,6.2618925
"Q748T3",6.839667,6.430623,6.333101,6.611712,6.8190205,6.107481,6.8190205,6.427695,6.544011
"Q74FM3",5.217389,4.926174,5.0269505,5.315044,5.28276,5.437148,5.28276,5.1559665,5.4396285
"Q74H02",5.6358115,5.501646,5.476748,5.414773,5.68296575,5.472879,5.68296575,5.471584,5.274491
"Q74E15",5.9030305,5.473396,5.4739335,5.425045,5.83713975,5.28567,5.83713975,5.4963535,5.3986745
"Q74FV9",6.4144545,6.525136,6.5309545,6.430527,6.34956675,6.576848,6.34956675,6.5519735,6.483921
"Q74E45",5.1367825,5.06688,5.3125245,5.197298,5.30140225,5.212166,5.30140225,5.2456575,5.230454
"Q749U5",6.0727725,5.832215,6.081578,6.021727,6.05122025,5.973493,6.05122025,5.8433575,5.896753
"A0LGB8",4.9318885,5.44295,5.2853085,5.617996,4.89764225,4.857588,4.89764225,5.4167255,5.4040345
"Q74ER1",6.4511615,5.980639,5.752431,6.419129,6.37541075,6.507694,6.37541075,5.687865,6.3985815
"Q74FU6",8.4061605,7.447608,7.4473055,8.043009,8.34151775,8.116408,8.34151775,7.421598,8.039719
"Q74AV4",6.2815215,5.723997,5.6766165,5.867827,6.23050775,6.047664,6.23050775,5.7567005,5.8605525
"Q74CD8",6.7058515,6.229374,6.113094,6.182957,6.72388725,6.151829,6.72388725,6.363649,6.176007
"Q74BX9",6.797216,6.369884,6.3575895,6.672033,6.7889575,6.759358,6.7889575,6.4459945,6.6898695
"Q74DB9",6.3648065,7.000911,6.860208,6.602038,6.04633675,6.460011,6.04633675,7.004052,6.515564
"Q74AR0",5.04576,5.613542,5.4444495,5.598081,4.9777765,5.526629,4.9777765,5.43596,5.399163
"Q74AA9",5.28696,5.205151,5.3836585,5.350324,5.344361,5.363317,5.344361,5.3430945,5.3410745
"Q74EV0",6.5510895,5.991965,5.600202,6.208146,6.53128575,5.805705,6.53128575,5.775734,6.2585575
"A0LF13",4.937782,5.648798,5.498889,5.38685,5.0406805,5.080081,5.0406805,5.3242955,5.31053
"Q749I0",5.016106,5.853394,6.025764,5.565576,5.132777,5.445837,5.132777,5.9373535,5.574024
"Q747A6",5.122559,5.132926,5.2277055,5.266159,5.006687,5.48193,5.006687,5.366331,5.2778525
"Q747I2",6.825831,6.466482,6.359036,6.754723,6.5821935,6.444373,6.5821935,6.414039,6.7224685
"Q74F11",5.50474,5.590604,5.5151195,6.189209,5.8332485,6.031812,5.8332485,5.7721,6.16558
"Q749X6",7.2025635,7.527746,7.37716,7.420137,7.11658175,7.287107,7.11658175,7.4301325,7.443865
"Q74AE0",4.908816,5.30702,5.3493135,5.453729,4.726795,5.465455,4.726795,5.1961675,5.432434
"Q74H14",5.9357245,5.721975,5.72309,5.173488,5.06441475,5.095215,5.06441475,5.80106,5.351752
"Q749V3",5.2060955,5.430828,5.3729815,5.278969,4.91761425,6.588418,4.91761425,5.1203045,5.0045605
"Q74FK8",6.768218,5.278237,4.990261,6.683524,6.7408625,6.878688,6.7408625,5.295727,6.622026
"Q74BH5",6.468374,5.421242,5.5060245,6.706265,6.505525,6.685616,6.505525,5.4158675,6.6429215
"Q74AY6",4.875032,5.527616,5.446811,5.380383,4.991395,4.997547,4.991395,5.4587295,5.362262
"P60347",5.121567,5.394721,5.0393485,5.281343,4.9656625,5.290461,4.9656625,5.3957645,5.204379
"Q74EI0",5.8532895,6.391958,6.335104,5.926636,5.96192225,6.096771,5.96192225,6.3314,5.8988565
"Q747C3",5.7569515,5.15519,5.3051505,6.205123,5.76392775,6.010343,5.76392775,5.1979615,6.033982
"Q74C10",6.7816195,6.464161,6.45531,6.790848,6.95140925,6.834395,6.95140925,6.420159,6.729407
"Q74DI9",5.345238,5.390216,5.488757,5.326861,5.377903,5.271911,5.377903,5.3574,5.1999315
"Q74FW9",6.311008,6.353455,6.421784,6.404355,6.275841,6.105067,6.275841,6.346503,6.414855
"P61736",5.918463,6.392222,6.2775275,6.229272,5.953961,5.854804,5.953961,6.273262,6.199385
"Q74GN2",5.147932,5.035238,4.905705,5.110417,5.133127,5.487685,5.133127,5.18581,5.120347
"Q748R5",4.7947455,5.620322,5.5116685,5.445996,4.78198625,5.433194,4.78198625,5.542098,5.18545
"Q74E57",5.047667,5.269066,5.3517845,6.458245,4.861587,5.249779,4.861587,5.394731,5.521301
"A0LLA3",5.135931,5.329748,5.4588755,4.997285,5.1035175,5.33839,5.1035175,5.509694,5.1411295
"Q74C76",7.6956555,7.359133,7.4546195,7.79531,7.73609825,7.730475,7.73609825,7.392586,7.7266845
"CON__sp|P04264|K2C1_HUMAN",7.895564,8.776789,8.685165,8.074524,7.8958685,8.998329,7.8958685,8.7112675,8.2704955
"Q74H58",5.862268,5.664905,5.4796415,6.191423,5.9352425,6.288093,5.9352425,5.505404,5.9276375
"Q74H06",5.518106,5.643045,5.3533745,5.176315,5.422323,5.139898,5.422323,5.639428,5.22805
"Q74FZ3",4.8836065,5.53885,5.5595965,5.444732,4.53652025,4.964086,4.53652025,5.67793,5.2543105
"Q74BY9",5.83103,5.521603,5.559593,5.983531,5.3061535,5.908908,5.3061535,5.476544,5.9244685
"Q74G72",4.8928085,6.067369,6.09384,5.907427,4.97648025,5.273865,4.97648025,6.038919,5.446994
"Q74D41",5.515998,6.248611,6.002117,5.67768,5.2119775,5.780756,5.2119775,6.0577295,5.617768
"Q74F70",5.217378,5.246196,5.248377,5.273511,5.160703,5.045569,5.160703,5.1796575,5.2212945
"Q74G85",5.701231,6.810461,6.715533,5.139177,5.518615,5.710684,5.518615,6.809363,5.159723
"Q74DE0",6.122488,5.698449,5.595957,5.914332,6.0380585,6.042851,6.0380585,5.5900595,5.9506795
"Q74E12",5.104502,6.013806,5.63065,4.937949,5.105688,5.135562,5.105688,5.4790295,4.9510355
"Q74BW7",6.786955,6.833268,6.784202,7.059564,6.8457625,6.765072,6.8457625,6.861212,6.965095
"I7FIK3",4.549974,4.926003,5.202823,5.32848,4.86908,5.012538,4.86908,5.762271,5.631724
"Q74H67",4.6039695,5.168592,5.28263,5.562962,4.66536025,5.220086,4.66536025,5.424323,5.360602
"Q74C08",5.298008,5.212374,5.3555145,5.204093,5.238406,5.466482,5.238406,5.22196,5.3505595
"Q74G58",5.4378295,5.60497,5.44544,4.811229,5.33980025,5.66566,5.33980025,5.46811,5.0806705
"Q746T3",6.487225,5.282433,5.4499155,5.864825,6.503369,6.173011,6.503369,5.6266105,6.1054325
"Q749M3",4.6564135,5.070415,5.216914,5.363081,4.78160175,5.340852,4.78160175,5.349491,5.235882
"Q747W7",4.784943,5.40716,5.3646165,5.428823,4.919611,5.483346,4.919611,5.166322,5.1760575
"A0LHS7",5.1901385,5.375012,5.4995455,5.544752,5.20040575,4.972391,5.20040575,5.2446185,5.2518715
"Q74H42",5.479742,5.495248,5.268308,6.023335,5.419751,5.791656,5.419751,5.5236815,5.9477575
"A0A0D5N4H6",6.4462645,6.253847,5.8900505,6.227835,6.40517325,5.934554,6.40517325,6.2802435,6.272364
"Q74AT2",6.352467,5.995758,5.7262845,6.38771,6.439642,6.356466,6.439642,5.9415975,6.2540595
"Q74G10",5.1182845,5.210383,5.4268025,5.217576,5.13803675,5.389241,5.13803675,5.238704,5.1446
"Q74G67",5.7510475,7.322529,7.301041,6.09684,5.83173825,6.375279,5.83173825,7.2304315,5.8873195
"Q74H20",6.7919475,7.169763,7.109044,6.724906,6.89716475,6.667444,6.89716475,7.2191705,6.770938
"I7F9L9",5.0728735,5.309673,5.528266,5.386056,5.11182175,5.046738,5.11182175,5.2787995,5.4522785
"Q74DQ5",5.236117,5.991509,6.0346745,5.480567,5.1701975,5.438052,5.1701975,6.009062,5.4267655
"Q74CT9",5.1505425,5.351142,5.4109475,5.412793,5.36007175,5.216971,5.36007175,5.3044285,5.26467
"Q74AA8",4.877422,5.601202,5.5084675,5.040779,5.0594495,4.894863,5.0594495,5.881883,5.196751
"Q74C93",5.861611,6.483245,6.4419865,5.84703,5.935127,5.842915,5.935127,6.6208325,5.8675965
"CON__sp|P08779|K1C16_HUMAN",6.5874125,7.284544,7.0535815,7.060962,6.27411975,7.659811,6.27411975,7.142554,7.114877
"Q74D25",5.228654,5.448852,5.554736,4.637099,5.084372,5.399396,5.084372,5.477864,5.0122715
"A0LLG1",4.979885,5.659491,5.6765105,5.20932,4.9829285,5.066497,4.9829285,5.5721655,5.3502405
"Q74GT8",6.374952,6.77702,6.8718905,6.549788,6.400634,6.388421,6.400634,6.665227,6.479666
"Q74FU5",7.9721625,5.785771,5.6055385,7.486671,7.89177525,7.485679,7.89177525,5.701092,7.456705
"Q74AU6",6.792459,6.547688,6.6253565,6.50025,6.778243,6.377489,6.778243,6.6802705,6.522035
"Q747U1",6.127793,5.033392,5.2603735,6.072618,6.1591885,6.129174,6.1591885,5.093259,6.104511
"Q74FU2",4.8196295,4.581588,5.0925405,5.17771,5.09367925,5.200604,5.09367925,4.854021,5.1429515
"Q74CN3",5.947804,7.189181,6.9335355,6.422639,5.925577,6.359949,5.925577,7.0794385,6.424884
"Q74E35",6.0427065,6.207068,6.2028215,6.019366,6.24003025,5.836843,6.24003025,6.1003555,6.0107875
"A0LEF1",4.815486,5.500517,5.601735,4.830168,5.1906025,4.879937,5.1906025,5.485257,5.5708865
"Q74BD1",4.842082,5.11916,5.390976,5.033674,4.688031,5.42295,4.688031,5.309649,5.061332
"I7F9D6",6.4758715,6.495045,6.3153435,5.824113,6.54459225,6.003202,6.54459225,6.3386155,5.9317635
"Q74CI1",5.809344,5.385871,5.5911975,5.52781,5.8016755,4.859483,5.8016755,5.439131,5.493725
"Q74CX0",5.0697175,5.559856,5.3533765,6.305824,5.45399675,5.261302,5.45399675,5.3133335,6.1615745
"Q74BH3",6.248802,6.029952,6.001177,6.10534,6.256751,6.12359,6.256751,6.2958425,6.1688125
"Q748D6",6.4743525,6.364251,6.2650445,6.066624,6.45386125,6.077259,6.45386125,6.2642425,6.189242
"Q74CL4",6.1168845,5.344625,5.2763505,5.855307,6.05533225,4.925243,6.05533225,5.2494825,5.9060595
"Q747R5",6.0313995,6.441113,6.2578915,5.939455,6.11616625,5.978299,6.11616625,6.311421,5.943895
"Q74FJ4",5.474993,7.794634,7.461193,5.376569,5.2683015,5.282684,5.2683015,7.720813,5.071069
"CON__sp|P35527|K1C9_HUMAN",7.4603225,8.264889,8.2466445,7.644054,7.54194075,8.567015,7.54194075,8.336607,7.839221
"Q74B10",5.689393,6.050728,5.910731,6.274135,5.628862,6.04817,5.628862,5.995764,6.0461015
"Q747M2",5.736944,6.812438,6.8687485,5.762033,5.766797,5.01304,5.766797,6.7480665,5.6879635
"Q747X9",7.17596,5.095215,5.1217365,7.485466,7.11797,7.065169,7.11797,5.141023,7.330605
"Q74EQ6",5.903833,5.038803,5.1999285,5.808764,6.192609,5.719737,6.192609,5.254048,5.539747
"Q74BU4",5.375749,5.793273,5.617573,5.515662,5.2818705,5.209764,5.2818705,5.574558,5.3871045
"Q747H3",6.0094585,5.597633,5.641404,5.459935,5.89963225,5.535053,5.89963225,5.549389,5.451474
"Q749C7",4.8947405,5.485161,5.426537,5.941382,5.04163775,5.13087,5.04163775,5.218627,5.383834
"P61343",7.0582255,6.259737,5.689167,7.070407,7.07170475,6.666237,7.07170475,6.059621,7.0216425
"A0LL39",4.5797135,5.257505,5.464264,5.532767,4.80934325,5.133941,4.80934325,5.383609,5.2524245
"Q74GU5",5.981343,5.089775,5.127297,5.879698,5.918295,5.622172,5.918295,4.904414,5.810614
"Q74AY1",5.7744295,5.283331,5.34074,5.533226,5.78128125,5.701257,5.78128125,5.241113,5.5666745
"Q74C64",5.3855315,5.210792,5.29651,5.20785,5.68167325,5.099083,5.68167325,5.2604025,5.4268945
"Q74DT6",5.3828565,6.174844,6.2691625,5.850211,5.37695275,5.491614,5.37695275,6.2482935,5.67521
"Q74BW6",5.9945605,5.529905,5.465546,5.636357,5.95967575,5.689566,5.95967575,5.580095,5.671584
"Q74CD5",7.396468,7.073352,7.0794285,7.539653,7.377049,7.313192,7.377049,7.032628,7.4180935
"Q74C48",7.1417995,6.809869,6.6996805,7.123852,7.15003575,6.898374,7.15003575,6.7882225,7.0143865
"Q74EZ1",6.268917,6.60984,6.5054305,7.011401,6.232491,6.688447,6.232491,6.5281265,6.8976235
"A0LPP2",4.715372,4.994779,5.0531925,5.332376,5.0616455,4.921988,5.0616455,5.337923,5.326722
"Q74G18",5.124532,5.425182,5.4277275,5.078896,5.121283,5.154757,5.121283,5.331031,5.1992195
"Q74AD5",6.2303915,5.691494,5.668885,6.137006,6.30922875,5.558,6.30922875,5.639338,6.2154165
"Q74C20",5.7693665,5.467557,5.240768,5.507397,5.74645225,5.76727,5.74645225,5.357218,5.5670535
"Q74H41",4.939127,5.421862,5.479308,5.778187,4.9827335,5.280469,4.9827335,5.2963145,5.4358745
"Q746X2",6.199285,5.721745,5.8341145,6.022676,6.2489705,6.020154,6.2489705,5.5995035,5.9754745
"Q74E10",5.319521,5.748219,5.9402715,5.781411,5.266546,5.695945,5.266546,5.964874,5.655818
"Q749Y8",7.0603635,7.078638,6.6669675,6.498187,6.91405275,6.388687,6.91405275,6.562547,6.409561
"Q74GL3",6.743886,6.22131,5.8100075,6.178776,6.6841665,6.294224,6.6841665,6.1533715,6.2443625
"A0A0D5N3R4",5.248713,5.529382,5.364267,5.342573,5.193002,5.355661,5.193002,5.538163,5.444994
"Q74DZ9",5.0365975,5.592648,5.718536,5.518944,4.87852525,5.694529,4.87852525,5.5492755,5.359602
"Q74E08",5.083536,5.18523,5.256274,5.623676,5.1357395,5.259936,5.1357395,5.2704845,5.425138
"Q74B18",5.977603,5.157316,5.273333,5.821468,5.97796,5.747723,5.97796,5.112114,5.849356
"Q74B13",6.4870955,6.369698,6.211868,6.971647,6.51115025,6.521556,6.51115025,6.383619,6.873111
"Q748V2",4.6307535,5.444366,5.361041,5.409071,5.05480375,5.008087,5.05480375,5.32617,5.2812035
"Q749J2",5.260146,5.240019,5.3968705,5.06003,5.463538,5.392429,5.463538,5.441969,4.9826895
"Q747F5",5.8839345,5.688829,5.722131,5.799775,5.87379825,5.786304,5.87379825,5.610755,5.727524
"Q74AW3",5.3513145,5.84018,5.5684815,5.525667,5.49787675,5.40118,5.49787675,5.41671,5.4354625
"Q74H72",6.6180805,5.728118,5.7517765,5.757502,6.65477575,6.241422,6.65477575,5.5148475,6.018687
"Q74B58",5.1846695,5.362095,5.389741,5.110798,5.88816775,5.229296,5.88816775,5.4707935,5.148961
"Q74CF3",6.5758115,6.408138,6.3055035,6.408325,6.54707725,6.333367,6.54707725,6.3063055,6.43274
"Q74BV2",4.6158285,5.256047,5.2977675,5.248951,4.93698125,5.263186,4.93698125,5.039296,5.090244
"I7FKD9",5.320899,6.005738,6.2594245,5.502728,5.378809,5.645746,5.378809,5.9711105,5.554646
"A0LLU2",4.9828835,5.452063,5.3879865,5.118102,4.98770225,5.36025,4.98770225,5.432419,4.974196
"Q746X3",6.286232,5.352336,5.4995915,6.594658,6.2090535,6.513803,6.2090535,5.1951775,6.5646465
"Q74BY5",6.7477415,6.52385,6.492329,6.320209,6.73390925,6.18401,6.73390925,6.6268395,6.3065425
"A0LK43",5.007164,4.995196,5.237565,5.786668,4.856069,4.998343,4.856069,5.1796355,5.491397
"Q747V3",4.7081455,5.416584,5.258047,5.323987,4.99823075,5.337304,4.99823075,5.4832715,5.235201
"Q74FJ9",7.3017265,6.683056,6.4060185,7.066885,7.22948575,6.878097,7.22948575,6.642927,7.0771025
"CON__sp|P13645|K1C10_HUMAN",7.4831105,8.527707,8.4137375,7.732659,7.44062975,8.420171,7.44062975,8.417762,7.8546235
"Q74EE1",4.9586435,5.270315,5.314108,5.308012,4.90824025,5.321523,4.90824025,5.5046345,5.3468585
"Q74CN2",5.0392185,7.466556,7.521028,5.445822,5.02672875,5.428734,5.02672875,7.442503,5.3721085
"Q74AD2",4.74653,5.613183,5.556914,5.043474,5.1394805,5.552401,5.1394805,5.624976,5.001296
"P61688",6.753621,5.11565,5.520811,6.320935,6.802849,6.139659,6.802849,5.48553,6.4077395
"Q74EL2",4.9984705,5.745018,5.7409275,4.459061,4.60825325,5.63332,4.60825325,5.570003,4.707916
"CON__sp|P35908|K22E_HUMAN",6.67504,7.98044,7.835995,6.960195,6.579021,7.485722,6.579021,7.8457945,7.0389485
"A0LFF3",5.02821,5.391106,5.3660055,5.520085,5.192166,5.627709,5.192166,5.39537,5.2044
"Q74E96",4.903279,5.1986,5.221047,5.200854,4.951346,5.215679,4.951346,5.002051,5.0449005
"Q74EM1",4.981713,5.271862,5.4863105,5.410697,5.3669575,5.513878,5.3669575,5.3384385,5.1090355
"Q748E0",7.0821345,7.045088,7.001678,6.903264,7.13311475,7.00668,7.13311475,6.950343,6.965062
"Q74D04",7.5076635,6.531274,6.4407125,7.506424,7.43913425,7.388155,7.43913425,6.499722,7.4319985
"Q74GE3",5.6862925,5.175831,5.4672465,5.817407,5.64134575,5.864398,5.64134575,5.4638205,5.7740625
"Q74AD1",6.7511335,6.763241,6.786286,6.905888,6.62093225,6.951896,6.62093225,6.8021845,6.9972775
"Q74EC2",5.2545075,5.419963,5.501636,5.211597,5.05210075,5.22629,5.05210075,5.4596915,5.208671
"Q74GN4",5.5808265,6.666855,6.3562455,5.397923,5.47845525,5.616528,5.47845525,6.6686945,5.3605255
"Q748K6",5.045626,5.052348,5.1444955,5.719205,5.098957,5.187569,5.098957,5.345376,5.3930345
